tagA:STRING|dateA:DATE|tagB:STRING|dateB:DATE|maxKnowsLimit:INT
No_Way_to_Say|2012-12-31|Gin_and_Juice|2010-10-08|6
Darfur|2012-12-03|Bright_Lights_Bigger_City|2010-05-27|4
Transatlanticism|2012-12-27|Shepherd_Moons|2010-06-07|3
World_of_Our_Own|2012-12-27|The_Thin_Ice|2010-10-13|3
Moving_Violation|2012-12-26|Beyond_My_Control|2011-04-14|4
Rub_It_In|2012-11-18|Moving_Violation|2010-11-23|5
Slovenia|2012-09-23|Brand_New_Cadillac|2011-02-16|5
Republic_of_New_Granada|2012-12-25|Rani_Mukerji|2011-08-12|3
Shepherd_Moons|2012-12-29|Going_to_a_Go-Go|2010-07-26|6
Skin_and_Bones|2012-12-29|Lee_Hyung-taik|2011-02-09|3
God_in_Me|2012-12-22|Skin_and_Bones|2010-09-15|6
The_Thin_Ice|2012-12-31|Hallo_Spaceboy|2010-03-13|5
I_Can_Hear_Music|2012-12-28|Northern_Lights_–_Southern_Cross|2010-06-16|5
Stay_Too_Long|2012-12-31|Cosmic_Egg|2010-06-16|4
Voices_in_the_Wilderness|2012-12-26|The_Best_of_David_Bowie_1969/1974|2010-10-12|5
Get_Down_and_Get_With_It|2012-12-28|Preflyte|2010-04-06|6
Hot_n_Cold|2012-12-25|Get_Down_and_Get_With_It|2011-09-27|5
Here_Comes_the_Rain_Again|2012-12-30|Brand_New_Cadillac|2011-02-16|3
Beyond_My_Control|2012-12-31|A.D.I.D.A.S.|2010-09-10|6
Lovesexy|2012-12-25|William_Blake|2010-02-25|3
Rivers_of_Babylon|2012-12-26|Slovenia|2010-03-13|4
God_in_Me|2012-12-22|Right_on_the_Money|2011-10-04|5
MantaRay|2012-12-29|Darfur|2010-02-26|4
Right_on_the_Money|2012-11-24|Voices_in_the_Wilderness|2011-11-29|5
Nikita_Khrushchev|2012-11-17|World_of_Our_Own|2010-10-11|5
Hallo_Spaceboy|2012-12-31|Transatlanticism|2011-02-16|4
WOW_Hits_2008|2012-12-31|After_the_Heat|2010-10-01|3
Rivers_of_Babylon|2012-12-26|Furthermore:_From_the_Studio,_From_the_Stage|2012-01-30|6
Brand_New_Cadillac|2012-12-31|Glee:_The_Music,_Volume_6|2011-11-07|4
God_in_Me|2012-12-22|Seventh_Star|2010-02-24|3
The_Heroin_Diaries_Soundtrack|2012-12-31|World_of_Our_Own|2010-10-11|5
Darfur|2012-12-03|Northern_Lights_–_Southern_Cross|2010-06-16|4
Untitled_Korn_album|2012-12-23|Get_Down_and_Get_With_It|2011-09-27|3
Dry_Kids:_B-Sides_1997–2005|2012-12-03|No_Way_to_Say|2010-12-30|5
Brand_New_Cadillac|2012-12-31|Gin_and_Juice|2010-10-08|6
Jeff_Kennett|2012-12-24|Bulgaria|2010-02-24|5
Back_for_the_Attack|2012-12-31|Dry_Kids:_B-Sides_1997–2005|2012-12-03|3
Darfur|2012-12-03|Locked_Out|2011-01-24|5
Broken_Heels|2012-12-31|The_Best_of_David_Bowie_1969/1974|2010-10-12|6
Linda_Ronstadt|2012-11-28|J.E._Heartbreak|2010-10-05|6
Italo_Calvino|2012-12-19|Going_to_a_Go-Go|2010-07-26|4
Moving_Violation|2012-12-26|Imperial_Bedroom|2010-06-15|6
Preflyte|2012-12-28|Italo_Calvino|2011-02-18|3
The_Thin_Ice|2012-12-31|Cosmic_Egg|2010-06-16|4
Voices_in_the_Wilderness|2012-12-26|J.E._Heartbreak|2010-10-05|6
Voices_in_the_Wilderness|2012-12-26|After_the_Heat|2010-10-01|6
World_of_Our_Own|2012-12-27|No_Way_to_Say|2010-12-30|5
Meaty_Beaty_Big_and_Bouncy|2012-12-30|Get_Down_and_Get_With_It|2011-09-27|6
Hallo_Spaceboy|2012-12-31|Locked_Out|2011-01-24|5
John_VI_of_Portugal|2012-12-21|Party_in_the_U.S.A.|2010-04-06|3
Lee_Hyung-taik|2012-12-25|Lovesexy|2010-12-30|3
Moving_Violation|2012-12-26|Thirteenth_Step|2010-10-12|5
Transatlanticism|2012-12-27|Ebeneezer_Goode|2010-04-30|5
A.D.I.D.A.S.|2012-12-31|Republic_of_New_Granada|2010-03-13|5
J.E._Heartbreak|2012-12-31|Something_to_Remember|2010-06-16|4
All_by_Myself|2012-12-31|J.E._Heartbreak|2010-10-05|3
Voices_in_the_Wilderness|2012-12-26|Ralph_Bakshi|2010-05-12|4
Get_Down_and_Get_With_It|2012-12-28|Brand_New_Cadillac|2011-02-16|5
Dancing_Undercover|2012-12-30|Back_for_the_Attack|2010-06-09|4
Javier_Frana|2012-12-27|William_Blake|2010-02-25|5
Hallo_Spaceboy|2012-12-31|Italo_Calvino|2011-02-18|6
Locked_Out|2012-12-23|Javier_Frana|2011-03-10|6
Rule/Sparkle|2012-12-29|Stay_Too_Long|2012-01-03|6
Party_in_the_U.S.A.|2012-12-29|Jack_Kerouac|2010-02-24|6
Relationship_of_Command|2012-12-28|Gin_and_Juice|2010-10-08|3
Javier_Frana|2012-12-27|Peter_of_Castile|2012-07-09|4
Bulgaria|2012-10-27|Darfur|2010-02-26|5
Moving_Violation|2012-12-26|Something_to_Remember|2010-06-16|3
A.D.I.D.A.S.|2012-12-31|Bob_Geldof|2010-12-23|6
Beatles_for_Sale|2012-12-30|Imperial_Bedroom|2010-06-15|6
Bulgaria|2012-10-27|Transatlanticism|2011-02-16|3
From_Yesterday|2012-12-27|Peter_of_Castile|2012-07-09|4
Black_Tie_White_Noise|2012-12-30|Relationship_of_Command|2010-04-29|3
Ralph_Bakshi|2012-12-25|Javier_Frana|2011-03-10|4
Something_in_Common|2012-12-31|Darfur|2010-02-26|6
Darfur|2012-12-03|Jerry_Lee_Lewis|2010-01-19|4
Fitzgerald_and_Pass..._Again|2012-12-31|From_Yesterday|2010-07-06|4
William_Blake|2012-10-30|Nightflight_to_Venus|2010-06-23|5
Cosmic_Egg|2012-12-26|Thirteenth_Step|2010-10-12|5
Beatles_for_Sale|2012-12-30|Preflyte|2010-04-06|4
Right_on_the_Money|2012-11-24|Hallo_Spaceboy|2010-03-13|4
Under_a_Violet_Moon|2012-12-30|Stay_Too_Long|2012-01-03|3
Lovesexy|2012-12-25|Transatlanticism|2011-02-16|6
Cosmic_Egg|2012-12-26|Locked_Out|2011-01-24|4
Something_to_Remember|2012-12-31|You_Took_the_Words_Right_Out_of_My_Mouth|2010-06-03|3
East_Germany|2012-12-03|Jerry_Lee_Lewis|2010-01-19|4
Big_Poppa|2012-12-29|Apagorevmeno|2011-02-15|5
The_Heroin_Diaries_Soundtrack|2012-12-31|Ramakrishna|2012-10-25|4
Elvis_Presley|2012-10-19|Black_Tie_White_Noise|2010-09-15|6
William_Blake|2012-10-30|Meaty_Beaty_Big_and_Bouncy|2010-10-31|3
I_Can_Hear_Music|2012-12-28|Disco_Duck|2010-06-09|6
The_Best_of_David_Bowie_1969/1974|2012-12-25|Rani_Mukerji|2011-08-12|3
J.E._Heartbreak|2012-12-31|Stay_Too_Long|2012-01-03|4
Houses_of_the_Holy|2012-12-27|Stay_Too_Long|2012-01-03|4
Peter_of_Castile|2012-10-08|Stay_Too_Long|2012-01-03|4
Stay_Too_Long|2012-12-31|Wasting_Light|2010-05-26|3
Apagorevmeno|2012-12-31|God_in_Me|2010-07-23|5
Bulgaria|2012-10-27|Right_on_the_Money|2011-10-04|5
Furthermore:_From_the_Studio,_From_the_Stage|2012-01-30|Seventh_Star|2010-02-24|4
Beyond_My_Control|2012-12-31|Jeff_Kennett|2010-11-24|5
Jerry_Lee_Lewis|2012-11-05|World_of_Our_Own|2010-10-11|5
Northern_Lights_–_Southern_Cross|2012-12-25|Dry_Kids:_B-Sides_1997–2005|2012-12-03|5
Under_a_Violet_Moon|2012-12-30|Italo_Calvino|2011-02-18|5
Dancing_Undercover|2012-12-30|Aga_Khan_IV|2010-09-04|3
Rule/Sparkle|2012-12-29|Nightflight_to_Venus|2010-06-23|5
Jerry_Lee_Lewis|2012-11-05|Rivers_of_Babylon|2010-05-03|4
God_in_Me|2012-12-22|Imperial_Bedroom|2010-06-15|6
Republic_of_New_Granada|2012-12-25|East_Germany|2010-02-25|3
You_Took_the_Words_Right_Out_of_My_Mouth|2012-12-30|Slovenia|2010-03-13|4
Rani_Mukerji|2012-12-19|Bob_Geldof|2010-12-23|6
Fitzgerald_and_Pass..._Again|2012-12-31|Apagorevmeno|2011-02-15|3
Rule/Sparkle|2012-12-29|Catfights_and_Spotlights|2010-07-22|6
Lovesexy|2012-12-25|Share_My_World|2010-07-24|4
After_the_Heat|2012-12-29|Bob_Geldof|2010-12-23|4
Moving_Violation|2012-12-26|Hallo_Spaceboy|2010-03-13|4
Disco_Duck|2012-12-31|Gin_and_Juice|2010-10-08|6
Lee_Hyung-taik|2012-12-25|Sikh_Empire|2010-05-28|3
Something_to_Remember|2012-12-31|The_Heroin_Diaries_Soundtrack|2010-02-27|3
Rub_It_In|2012-11-18|Sans_logique|2011-10-23|6
Northern_Lights_–_Southern_Cross|2012-12-25|Preflyte|2010-04-06|3
Brand_New_Cadillac|2012-12-31|Seventh_Star|2010-02-24|4
Party_in_the_U.S.A.|2012-12-29|Ooo_Baby_Baby|2010-05-27|6
Cosmic_Egg|2012-12-26|Seventh_Star|2010-02-24|3
Apagorevmeno|2012-12-31|Imperial_Bedroom|2010-06-15|3
The_Supremes_Sing_Holland–Dozier–Holland|2012-12-28|Italo_Calvino|2011-02-18|3
I_Can_Hear_Music|2012-12-28|Ebeneezer_Goode|2010-04-30|6
God_in_Me|2012-12-22|Jeff_Kennett|2010-11-24|4
East_Germany|2012-12-03|Catfights_and_Spotlights|2010-07-22|4
Thirteenth_Step|2012-12-30|J.E._Heartbreak|2010-10-05|6
Something_to_Remember|2012-12-31|Linda_Ronstadt|2010-04-06|5
Jack_Kerouac|2012-09-27|Ooo_Baby_Baby|2010-05-27|5
The_Best_of_David_Bowie_1969/1974|2012-12-25|Nikita_Khrushchev|2010-02-23|5
Nikita_Khrushchev|2012-11-17|Gin_and_Juice|2010-10-08|6
Linda_Ronstadt|2012-11-28|Republic_of_New_Granada|2010-03-13|4
A.D.I.D.A.S.|2012-12-31|Voices_in_the_Wilderness|2011-11-29|6
Jerry_Lee_Lewis|2012-11-05|Ramakrishna|2012-10-25|4
Slovenia|2012-09-23|God_in_Me|2010-07-23|6
Fitzgerald_and_Pass..._Again|2012-12-31|Beyond_My_Control|2011-04-14|5
Gold_Cobra|2012-12-26|Jacques_Chirac|2010-02-23|6
J.E._Heartbreak|2012-12-31|Skin_and_Bones|2010-09-15|3
Aga_Khan_IV|2012-12-27|World_of_Our_Own|2010-10-11|5
Dry_Kids:_B-Sides_1997–2005|2012-12-03|Meaty_Beaty_Big_and_Bouncy|2010-10-31|5
Going_to_a_Go-Go|2012-12-24|Share_My_World|2010-07-24|3
Furthermore:_From_the_Studio,_From_the_Stage|2012-01-30|Darfur|2010-02-26|6
Back_for_the_Attack|2012-12-31|Preflyte|2010-04-06|5
Catfights_and_Spotlights|2012-12-28|John_VI_of_Portugal|2010-03-25|6
Bulgaria|2012-10-27|Bob_Geldof|2010-12-23|5
WOW_Hits_2008|2012-12-31|Bob_Geldof|2010-12-23|6
Hallo_Spaceboy|2012-12-31|Meaty_Beaty_Big_and_Bouncy|2010-10-31|5
Ooo_Baby_Baby|2012-12-25|Rivers_of_Babylon|2010-05-03|6
Dancing_Undercover|2012-12-30|Bright_Lights_Bigger_City|2010-05-27|3
Hot_n_Cold|2012-12-25|East_Germany|2010-02-25|3
Italo_Calvino|2012-12-19|Something_to_Remember|2010-06-16|4
No_Way_to_Say|2012-12-31|East_Germany|2010-02-25|5
East_Germany|2012-12-03|Rivers_of_Babylon|2010-05-03|4
Bulgaria|2012-10-27|Northern_Lights_–_Southern_Cross|2010-06-16|3
Black_Tie_White_Noise|2012-12-30|Slovenia|2010-03-13|4
Space_Ritual|2012-12-29|Nikita_Khrushchev|2010-02-23|5
Linda_Ronstadt|2012-11-28|The_Heroin_Diaries_Soundtrack|2010-02-27|6
Wasting_Light|2012-12-31|Slovenia|2010-03-13|5
Share_My_World|2012-12-30|Aga_Khan_IV|2010-09-04|3
Rani_Mukerji|2012-12-19|Rule/Sparkle|2010-10-05|3
Slovenia|2012-09-23|Moving_Violation|2010-11-23|5
Here_Comes_the_Rain_Again|2012-12-30|Darfur|2010-02-26|5
God_in_Me|2012-12-22|Apagorevmeno|2011-02-15|6
Fitzgerald_and_Pass..._Again|2012-12-31|The_Heroin_Diaries_Soundtrack|2010-02-27|3
J.E._Heartbreak|2012-12-31|Peter_of_Castile|2012-07-09|4
Fitzgerald_and_Pass..._Again|2012-12-31|Rivers_of_Babylon|2010-05-03|4
Lovesexy|2012-12-25|Meaty_Beaty_Big_and_Bouncy|2010-10-31|3
Ebeneezer_Goode|2012-12-29|Lovesexy|2010-12-30|3
Relationship_of_Command|2012-12-28|Furthermore:_From_the_Studio,_From_the_Stage|2012-01-30|4
Linda_Ronstadt|2012-11-28|East_Germany|2010-02-25|4
Space_Ritual|2012-12-29|Disco_Duck|2010-06-09|3
John_VI_of_Portugal|2012-12-21|Preflyte|2010-04-06|3
Republic_of_New_Granada|2012-12-25|Ebeneezer_Goode|2010-04-30|3
Glee:_The_Music,_Volume_6|2012-12-31|Skin_and_Bones|2010-09-15|3
Jeff_Kennett|2012-12-24|Lovesexy|2010-12-30|6
Lee_Hyung-taik|2012-12-25|Rani_Mukerji|2011-08-12|3
Back_for_the_Attack|2012-12-31|Arma-Goddamn-Motherfuckin-Geddon|2010-12-30|5
Sikh_Empire|2012-12-14|Fitzgerald_and_Pass..._Again|2010-05-27|3
Broken_Heels|2012-12-31|J.E._Heartbreak|2010-10-05|3
The_Supremes_Sing_Holland–Dozier–Holland|2012-12-28|Linda_Ronstadt|2010-04-06|6
Darfur|2012-12-03|A.D.I.D.A.S.|2010-09-10|6
Hot_n_Cold|2012-12-25|World_of_Our_Own|2010-10-11|3
East_Germany|2012-12-03|Imperial_Bedroom|2010-06-15|3
Something_to_Remember|2012-12-31|Houses_of_the_Holy|2010-06-03|3
Dry_Kids:_B-Sides_1997–2005|2012-12-03|God_in_Me|2010-07-23|5
The_Best_of_David_Bowie_1969/1974|2012-12-25|Hallo_Spaceboy|2010-03-13|3
Beyond_My_Control|2012-12-31|Apagorevmeno|2011-02-15|3
Fitzgerald_and_Pass..._Again|2012-12-31|Pieces_of_a_Man|2010-01-31|4
Spoonful|2012-12-29|Something_in_Common|2010-02-25|3
Voices_in_the_Wilderness|2012-12-26|Space_Ritual|2010-04-06|4
Locked_Out|2012-12-23|Gold_Cobra|2011-10-07|5
Nightflight_to_Venus|2012-12-31|Moving_Violation|2010-11-23|4
Big_Poppa|2012-12-29|J.E._Heartbreak|2010-10-05|5
Here_Comes_the_Rain_Again|2012-12-30|Bulgaria|2010-02-24|3
Pieces_of_a_Man|2012-12-08|Voices_in_the_Wilderness|2011-11-29|3
Furthermore:_From_the_Studio,_From_the_Stage|2012-01-30|Untitled_Korn_album|2010-07-16|6
Fitzgerald_and_Pass..._Again|2012-12-31|Hot_n_Cold|2010-05-27|4
No_Way_to_Say|2012-12-31|Brand_New_Cadillac|2011-02-16|4
Jacques_Chirac|2012-10-23|Darfur|2010-02-26|5
Disco_Duck|2012-12-31|Moving_Violation|2010-11-23|4
Locked_Out|2012-12-23|Shepherd_Moons|2010-06-07|3
Lee_Hyung-taik|2012-12-25|Locked_Out|2011-01-24|3
Right_on_the_Money|2012-11-24|Spoonful|2010-06-03|6
Elvis_Presley|2012-10-19|Big_Poppa|2010-04-06|4
Nikita_Khrushchev|2012-11-17|Ralph_Bakshi|2010-05-12|5
Northern_Lights_–_Southern_Cross|2012-12-25|William_Blake|2010-02-25|3
Thirteenth_Step|2012-12-30|Javier_Frana|2011-03-10|5
Jeff_Kennett|2012-12-24|Wasting_Light|2010-05-26|4
Pieces_of_a_Man|2012-12-08|Beyond_My_Control|2011-04-14|6
Ooo_Baby_Baby|2012-12-25|Arma-Goddamn-Motherfuckin-Geddon|2010-12-30|3
Untitled_Korn_album|2012-12-23|Nightflight_to_Venus|2010-06-23|3
Here_Comes_the_Rain_Again|2012-12-30|Shepherd_Moons|2010-06-07|6
Jacques_Chirac|2012-10-23|Stay_Too_Long|2012-01-03|3
Hallo_Spaceboy|2012-12-31|Bob_Geldof|2010-12-23|6
Cosmic_Egg|2012-12-26|You_Took_the_Words_Right_Out_of_My_Mouth|2010-06-03|6
World_of_Our_Own|2012-12-27|Gin_and_Juice|2010-10-08|6
Gin_and_Juice|2012-12-21|Spoonful|2010-06-03|5
Back_for_the_Attack|2012-12-31|Rule/Sparkle|2010-10-05|3
The_Best_of_David_Bowie_1969/1974|2012-12-25|Something_to_Remember|2010-06-16|6
Arma-Goddamn-Motherfuckin-Geddon|2012-12-28|Back_for_the_Attack|2010-06-09|6
Bright_Lights_Bigger_City|2012-12-27|Lovesexy|2010-12-30|5
Sans_logique|2012-03-22|MantaRay|2010-06-16|4
Aga_Khan_IV|2012-12-27|Going_to_a_Go-Go|2010-07-26|4
Space_Ritual|2012-12-29|After_the_Heat|2010-10-01|5
Meaty_Beaty_Big_and_Bouncy|2012-12-30|Relationship_of_Command|2010-04-29|3
Pieces_of_a_Man|2012-12-08|Gin_and_Juice|2010-10-08|3
Right_on_the_Money|2012-11-24|Arma-Goddamn-Motherfuckin-Geddon|2010-12-30|4
From_Yesterday|2012-12-27|Voices_in_the_Wilderness|2011-11-29|6
Brand_New_Cadillac|2012-12-31|Thirteenth_Step|2010-10-12|6
Something_to_Remember|2012-12-31|Stay_Too_Long|2012-01-03|4
MantaRay|2012-12-29|Arma-Goddamn-Motherfuckin-Geddon|2010-12-30|3
Republic_of_New_Granada|2012-12-25|Imperial_Bedroom|2010-06-15|5
Apagorevmeno|2012-12-31|Nikita_Khrushchev|2010-02-23|3
Preflyte|2012-12-28|Black_Tie_White_Noise|2010-09-15|4
Fitzgerald_and_Pass..._Again|2012-12-31|Share_My_World|2010-07-24|6
Pieces_of_a_Man|2012-12-08|Seventh_Star|2010-02-24|5
Hallo_Spaceboy|2012-12-31|The_Heroin_Diaries_Soundtrack|2010-02-27|3
Italo_Calvino|2012-12-19|Stay_Too_Long|2012-01-03|4
Moving_Violation|2012-12-26|Big_Poppa|2010-04-06|4
John_VI_of_Portugal|2012-12-21|No_Way_to_Say|2010-12-30|3
Black_Tie_White_Noise|2012-12-30|A.D.I.D.A.S.|2010-09-10|5
I_Can_Hear_Music|2012-12-28|Get_Down_and_Get_With_It|2011-09-27|4
Bright_Lights_Bigger_City|2012-12-27|Meaty_Beaty_Big_and_Bouncy|2010-10-31|5
Transatlanticism|2012-12-27|Elvis_Presley|2010-02-27|3
Party_in_the_U.S.A.|2012-12-29|Broken_Heels|2011-01-15|6
J.E._Heartbreak|2012-12-31|No_Way_to_Say|2010-12-30|5
World_of_Our_Own|2012-12-27|The_Heroin_Diaries_Soundtrack|2010-02-27|3
Broken_Heels|2012-12-31|Jeff_Kennett|2010-11-24|5
Moving_Violation|2012-12-26|Nightflight_to_Venus|2010-06-23|6
Seventh_Star|2012-12-30|Fitzgerald_and_Pass..._Again|2010-05-27|3
Space_Ritual|2012-12-29|Slovenia|2010-03-13|3
Preflyte|2012-12-28|Linda_Ronstadt|2010-04-06|6
Meaty_Beaty_Big_and_Bouncy|2012-12-30|Going_to_a_Go-Go|2010-07-26|3
Imperial_Bedroom|2012-12-27|J.E._Heartbreak|2010-10-05|3
Aga_Khan_IV|2012-12-27|Relationship_of_Command|2010-04-29|4
Sans_logique|2012-03-22|Pieces_of_a_Man|2010-01-31|4
Beyond_My_Control|2012-12-31|Space_Ritual|2010-04-06|5
Arma-Goddamn-Motherfuckin-Geddon|2012-12-28|Jerry_Lee_Lewis|2010-01-19|5
Here_Comes_the_Rain_Again|2012-12-30|God_in_Me|2010-07-23|4
Broken_Heels|2012-12-31|Jacques_Chirac|2010-02-23|3
J.E._Heartbreak|2012-12-31|Party_in_the_U.S.A.|2010-04-06|5
Ooo_Baby_Baby|2012-12-25|Skin_and_Bones|2010-09-15|5
Spoonful|2012-12-29|Houses_of_the_Holy|2010-06-03|5
Dry_Kids:_B-Sides_1997–2005|2012-12-03|Imperial_Bedroom|2010-06-15|3
Cosmic_Egg|2012-12-26|Something_in_Common|2010-02-25|4
Rani_Mukerji|2012-12-19|Lee_Hyung-taik|2011-02-09|5
Meaty_Beaty_Big_and_Bouncy|2012-12-30|Black_Tie_White_Noise|2010-09-15|6
Moving_Violation|2012-12-26|Bright_Lights_Bigger_City|2010-05-27|3
Bulgaria|2012-10-27|Brand_New_Cadillac|2011-02-16|3
Rub_It_In|2012-11-18|Ebeneezer_Goode|2010-04-30|6
Brand_New_Cadillac|2012-12-31|Javier_Frana|2011-03-10|6
God_in_Me|2012-12-22|Lee_Hyung-taik|2011-02-09|4
Voices_in_the_Wilderness|2012-12-26|MantaRay|2010-06-16|3
Untitled_Korn_album|2012-12-23|From_Yesterday|2010-07-06|4
Darfur|2012-12-03|Beyond_My_Control|2011-04-14|5
Arma-Goddamn-Motherfuckin-Geddon|2012-12-28|Thirteenth_Step|2010-10-12|3
Ooo_Baby_Baby|2012-12-25|Jack_Kerouac|2010-02-24|6
Ralph_Bakshi|2012-12-25|Rivers_of_Babylon|2010-05-03|6
The_Supremes_Sing_Holland–Dozier–Holland|2012-12-28|Beatles_for_Sale|2010-10-12|3
God_in_Me|2012-12-22|John_VI_of_Portugal|2010-03-25|4
Ralph_Bakshi|2012-12-25|Ooo_Baby_Baby|2010-05-27|6
Spoonful|2012-12-29|Pieces_of_a_Man|2010-01-31|6
Furthermore:_From_the_Studio,_From_the_Stage|2012-01-30|Ramakrishna|2012-10-25|4
Sans_logique|2012-03-22|Here_Comes_the_Rain_Again|2010-09-14|6
The_Heroin_Diaries_Soundtrack|2012-12-31|Javier_Frana|2011-03-10|6
WOW_Hits_2008|2012-12-31|Houses_of_the_Holy|2010-06-03|3
J.E._Heartbreak|2012-12-31|Bob_Geldof|2010-12-23|6
You_Took_the_Words_Right_Out_of_My_Mouth|2012-12-30|Meaty_Beaty_Big_and_Bouncy|2010-10-31|4
Jeff_Kennett|2012-12-24|Northern_Lights_–_Southern_Cross|2010-06-16|5
God_in_Me|2012-12-22|Space_Ritual|2010-04-06|4
Here_Comes_the_Rain_Again|2012-12-30|Nightflight_to_Venus|2010-06-23|6
The_Capitol_Albums,_Volume_1|2012-12-26|Pieces_of_a_Man|2010-01-31|3
Right_on_the_Money|2012-11-24|Jerry_Lee_Lewis|2010-01-19|3
Spoonful|2012-12-29|Meaty_Beaty_Big_and_Bouncy|2010-10-31|3
John_VI_of_Portugal|2012-12-21|Space_Ritual|2010-04-06|3
Jerry_Lee_Lewis|2012-11-05|Share_My_World|2010-07-24|6
Lovesexy|2012-12-25|Ebeneezer_Goode|2010-04-30|3
John_VI_of_Portugal|2012-12-21|Republic_of_New_Granada|2010-03-13|3
The_Best_of_David_Bowie_1969/1974|2012-12-25|Lovesexy|2010-12-30|3
Northern_Lights_–_Southern_Cross|2012-12-25|Brand_New_Cadillac|2011-02-16|6
Javier_Frana|2012-12-27|Furthermore:_From_the_Studio,_From_the_Stage|2012-01-30|3
Catfights_and_Spotlights|2012-12-28|WOW_Hits_2008|2011-04-14|6
Going_to_a_Go-Go|2012-12-24|Italo_Calvino|2011-02-18|3
Locked_Out|2012-12-23|Ooo_Baby_Baby|2010-05-27|4
Spoonful|2012-12-29|Northern_Lights_–_Southern_Cross|2010-06-16|6
Here_Comes_the_Rain_Again|2012-12-30|Transatlanticism|2011-02-16|3
Going_to_a_Go-Go|2012-12-24|WOW_Hits_2008|2011-04-14|6
Something_to_Remember|2012-12-31|Peter_of_Castile|2012-07-09|4
Bob_Geldof|2012-12-08|John_VI_of_Portugal|2010-03-25|6
