person1Id:ID|person2Id:ID|startDate:DATE|endDate:DATE
6597069770954|7404|2010-04-15|2010-05-07
4398046512680|24189255815408|2010-04-15|2010-05-07
15393162796553|28587302324093|2010-04-15|2010-05-07
24189255815532|17592186047268|2010-04-19|2010-05-11
15393162790035|17592186054409|2010-04-13|2010-05-05
28587302332574|15393162798318|2010-04-18|2010-05-10
35184372097627|8796093030901|2010-04-14|2010-05-06
17592186046112|26388279067076|2010-04-21|2010-05-13
35184372095453|2199023264336|2010-04-18|2010-05-10
28587302325519|6597069770930|2010-04-19|2010-05-11
19791209309689|10995116278581|2010-04-14|2010-05-06
26388279076862|8796093031473|2010-04-15|2010-05-07
4398046519739|30786325580282|2010-04-18|2010-05-10
32985348842338|10995116282674|2010-04-20|2010-05-12
6597069767472|35184372099288|2010-04-16|2010-05-08
24189255814845|6597069776679|2010-04-16|2010-05-08
6597069774737|19791209300166|2010-04-18|2010-05-10
8018|4398046517383|2010-04-21|2010-05-13
4728|24189255817687|2010-04-16|2010-05-08
32985348843745|4398046512362|2010-04-14|2010-05-06
8796093023198|8796093024108|2010-04-15|2010-05-07
4398046517449|35184372091341|2010-04-14|2010-05-06
26388279067076|32985348837325|2010-04-21|2010-05-13
26388279073561|4398046514165|2010-04-17|2010-05-09
8796093031752|66|2010-04-19|2010-05-11
2199023255640|28587302329293|2010-04-16|2010-05-08
26388279070357|30786325581647|2010-04-17|2010-05-09
15393162799092|15393162793801|2010-04-16|2010-05-08
30786325581192|24189255816612|2010-04-19|2010-05-11
8796093031829|30786325584481|2010-04-15|2010-05-07
24189255812612|6597069774837|2010-04-15|2010-05-07
10995116282854|4398046512363|2010-04-20|2010-05-12
6597069773483|10995116278530|2010-04-15|2010-05-07
10006|17592186044476|2010-04-20|2010-05-12
13194139541609|28587302324983|2010-04-15|2010-05-07
17592186052516|26388279073849|2010-04-17|2010-05-09
28587302331001|32985348838034|2010-04-20|2010-05-12
4398046513315|26388279076520|2010-04-20|2010-05-12
35184372092688|10995116278581|2010-04-16|2010-05-08
37383395351535|2199023263150|2010-04-13|2010-05-05
10613|6597069773566|2010-04-15|2010-05-07
32985348839181|17592186047442|2010-04-13|2010-05-05
26388279067870|21990232560648|2010-04-14|2010-05-06
19791209303668|4091|2010-04-14|2010-05-06
30786325580325|28587302323750|2010-04-16|2010-05-08
4398046517449|6597069766921|2010-04-14|2010-05-06
8796093031572|15393162798763|2010-04-19|2010-05-11
2199023256436|6597069774500|2010-04-20|2010-05-12
37383395345773|21990232563458|2010-04-20|2010-05-12
35184372097104|13194139536624|2010-04-13|2010-05-05
17592186051369|21990232563874|2010-04-13|2010-05-05
15393162790025|32985348840173|2010-04-21|2010-05-13
8796093031829|32985348838556|2010-04-15|2010-05-07
35184372097104|19791209306092|2010-04-13|2010-05-05
21990232556915|21990232564042|2010-04-18|2010-05-10
35184372092553|10995116279102|2010-04-16|2010-05-08
35184372090782|4398046518762|2010-04-18|2010-05-10
17592186046112|32985348840809|2010-04-21|2010-05-13
24189255816308|17592186044881|2010-04-21|2010-05-13
26388279074273|8796093026214|2010-04-18|2010-05-10
28587302330894|17592186044821|2010-04-21|2010-05-13
15393162796553|15393162790678|2010-04-15|2010-05-07
32985348843779|3018|2010-04-21|2010-05-13
8796093024189|4992|2010-04-16|2010-05-08
13194139542378|13194139538197|2010-04-19|2010-05-11
19791209309689|9090|2010-04-14|2010-05-06
15393162794859|1020|2010-04-13|2010-05-05
6597069770954|7145|2010-04-15|2010-05-07
2199023256436|26388279076120|2010-04-20|2010-05-12
17592186052961|28587302328777|2010-04-21|2010-05-13
15393162799092|24189255820776|2010-04-16|2010-05-08
32985348843779|13194139539233|2010-04-21|2010-05-13
17592186054970|2199023256521|2010-04-14|2010-05-06
24189255814889|15393162792594|2010-04-15|2010-05-07
2199023261571|17592186050325|2010-04-16|2010-05-08
21990232559485|19791209305864|2010-04-14|2010-05-06
28587302324810|35184372092017|2010-04-21|2010-05-13
13194139540712|6597069776075|2010-04-18|2010-05-10
32985348835655|9840|2010-04-15|2010-05-07
32985348834925|10995116284554|2010-04-14|2010-05-06
8796093023660|13194139540257|2010-04-18|2010-05-10
10995116285961|6597069767124|2010-04-13|2010-05-05
15393162794859|13194139535629|2010-04-13|2010-05-05
19791209305390|17592186044747|2010-04-17|2010-05-09
26388279067076|32985348836695|2010-04-21|2010-05-13
8796093026211|17592186054262|2010-04-13|2010-05-05
6597069769566|24189255816670|2010-04-13|2010-05-05
19791209305969|21990232560745|2010-04-20|2010-05-12
8796093030492|8796093029505|2010-04-19|2010-05-11
19791209309876|28587302332757|2010-04-21|2010-05-13
19791209304241|32985348842849|2010-04-20|2010-05-12
6597069769566|6597069776126|2010-04-13|2010-05-05
32985348838292|8796093031585|2010-04-15|2010-05-07
26388279074147|2199023264490|2010-04-18|2010-05-10
28587302328611|26388279076723|2010-04-15|2010-05-07
4398046521068|17592186044859|2010-04-15|2010-05-07
35184372090138|28587302324779|2010-04-13|2010-05-05
37383395346223|9034|2010-04-20|2010-05-12
26388279073680|10995116288268|2010-04-19|2010-05-11
24189255814845|19791209307710|2010-04-16|2010-05-08
26388279076238|30786325579429|2010-04-21|2010-05-13
10995116286396|28587302328571|2010-04-16|2010-05-08
2199023258563|6574|2010-04-14|2010-05-06
2975|15393162797415|2010-04-18|2010-05-10
4398046518477|2199023256518|2010-04-16|2010-05-08
24189255811994|21990232557391|2010-04-18|2010-05-10
8796093030401|3093|2010-04-18|2010-05-10
10995116279938|26388279075503|2010-04-20|2010-05-12
2199023257999|13194139540915|2010-04-17|2010-05-09
10995116282224|6597069776343|2010-04-20|2010-05-12
30786325584844|30786325588190|2010-04-17|2010-05-09
4398046521197|6597069774644|2010-04-18|2010-05-10
17592186046568|17592186048311|2010-04-18|2010-05-10
30786325579149|21990232565702|2010-04-19|2010-05-11
24189255818148|6597069773303|2010-04-16|2010-05-08
32985348835837|32985348835851|2010-04-17|2010-05-09
2199023256108|10995116283889|2010-04-16|2010-05-08
32985348835140|17592186050783|2010-04-13|2010-05-05
28587302325519|21990232557360|2010-04-19|2010-05-11
8796093025017|2199023255731|2010-04-16|2010-05-08
13194139542378|19791209304460|2010-04-19|2010-05-11
10995116283874|21990232559802|2010-04-14|2010-05-06
8796093031021|32985348834866|2010-04-17|2010-05-09
4398046521682|4398046513829|2010-04-17|2010-05-09
6597069773483|28587302328643|2010-04-15|2010-05-07
6597069766771|10995116280932|2010-04-17|2010-05-09
15393162789356|15393162791403|2010-04-18|2010-05-10
30786325582116|17592186049899|2010-04-16|2010-05-08
8796093024263|10995116282388|2010-04-18|2010-05-10
9304|15393162795647|2010-04-20|2010-05-12
8796093026673|35184372089636|2010-04-16|2010-05-08
28587302326241|32985348842635|2010-04-21|2010-05-13
24189255813401|24189255814268|2010-04-21|2010-05-13
10995116285126|24189255818303|2010-04-15|2010-05-07
28587302329645|21990232563483|2010-04-14|2010-05-06
8796093029413|8796093027826|2010-04-20|2010-05-12
8796093026673|4398046516877|2010-04-16|2010-05-08
24189255818824|10995116287167|2010-04-17|2010-05-09
26388279067870|19791209301675|2010-04-14|2010-05-06
4398046513315|9774|2010-04-20|2010-05-12
2199023265878|15393162791098|2010-04-21|2010-05-13
4398046515400|24189255818980|2010-04-17|2010-05-09
8796093031597|7273|2010-04-17|2010-05-09
4398046511410|32985348841468|2010-04-14|2010-05-06
35184372095884|13194139539717|2010-04-17|2010-05-09
17592186047163|28587302323955|2010-04-19|2010-05-11
6597069776343|2199023261700|2010-04-13|2010-05-05
37383395345773|37383395347466|2010-04-20|2010-05-12
4398046515191|10995116279629|2010-04-15|2010-05-07
26388279069794|10995116288060|2010-04-21|2010-05-13
21990232564592|6597069774477|2010-04-18|2010-05-10
15393162799049|10995116277921|2010-04-18|2010-05-10
30786325579308|32985348839543|2010-04-16|2010-05-08
21990232561641|28587302322713|2010-04-19|2010-05-11
30786325587052|32985348843709|2010-04-20|2010-05-12
4398046513036|19791209304058|2010-04-20|2010-05-12
19791209305990|35184372095453|2010-04-14|2010-05-06
21990232560034|30786325584221|2010-04-14|2010-05-06
28587302332574|2199023263762|2010-04-18|2010-05-10
30786325580804|32985348837725|2010-04-18|2010-05-10
4398046518418|24189255817356|2010-04-20|2010-05-12
32985348842338|30786325582627|2010-04-20|2010-05-12
4398046512680|30786325585689|2010-04-15|2010-05-07
15393162798611|32985348834052|2010-04-21|2010-05-13
8796093024509|17592186045764|2010-04-21|2010-05-13
13194139537497|6597069770133|2010-04-16|2010-05-08
8796093031597|15393162799191|2010-04-17|2010-05-09
19791209300173|8796093023198|2010-04-20|2010-05-12
9381|10149|2010-04-16|2010-05-08
26388279072795|32985348833806|2010-04-16|2010-05-08
13194139540541|37383395354274|2010-04-18|2010-05-10
4398046515191|17592186048010|2010-04-15|2010-05-07
10006|35184372090217|2010-04-20|2010-05-12
4398046514176|5688|2010-04-17|2010-05-09
19791209300173|17592186053840|2010-04-20|2010-05-12
6597069768368|28587302328083|2010-04-21|2010-05-13
6597069775731|2199023263932|2010-04-13|2010-05-05
15393162793972|21990232561951|2010-04-17|2010-05-09
19791209300173|7328|2010-04-20|2010-05-12
21990232564592|2199023261398|2010-04-18|2010-05-10
4398046512501|13194139535660|2010-04-16|2010-05-08
4398046521197|28587302323224|2010-04-18|2010-05-10
2199023256436|30786325585720|2010-04-20|2010-05-12
19791209300416|17592186049052|2010-04-20|2010-05-12
2199023263932|13194139537206|2010-04-19|2010-05-11
6597069774737|9475|2010-04-18|2010-05-10
15393162790025|6597069775480|2010-04-21|2010-05-13
13194139537319|35184372095933|2010-04-18|2010-05-10
37383395354990|10995116277868|2010-04-21|2010-05-13
8796093030285|5726|2010-04-19|2010-05-11
8796093031752|480|2010-04-19|2010-05-11
32985348835140|17592186047933|2010-04-13|2010-05-05
6597069769566|30786325581174|2010-04-13|2010-05-05
2756|30786325577830|2010-04-15|2010-05-07
4398046521197|6181|2010-04-18|2010-05-10
26388279069262|6597069773646|2010-04-20|2010-05-12
26388279070357|17592186046568|2010-04-17|2010-05-09
17592186046112|35184372093754|2010-04-21|2010-05-13
8796093031784|4398046517894|2010-04-15|2010-05-07
4398046520273|4398046512370|2010-04-21|2010-05-13
26388279073680|24189255813160|2010-04-19|2010-05-11
3388|28587302331572|2010-04-17|2010-05-09
19791209304200|13194139541547|2010-04-15|2010-05-07
17592186045413|21990232555763|2010-04-15|2010-05-07
10995116285385|21990232561265|2010-04-13|2010-05-05
13194139542378|30786325578972|2010-04-19|2010-05-11
30786325581787|10995116280298|2010-04-20|2010-05-12
10995116278557|4398046512731|2010-04-16|2010-05-08
26388279069262|24189255815851|2010-04-20|2010-05-12
26388279068906|32985348835002|2010-04-15|2010-05-07
13194139537497|21990232559401|2010-04-16|2010-05-08
2199023266116|2199023262644|2010-04-16|2010-05-08
32985348837078|8796093030969|2010-04-16|2010-05-08
21990232558337|6597069775058|2010-04-18|2010-05-10
2199023261660|10995116288016|2010-04-15|2010-05-07
3470|10995116286007|2010-04-18|2010-05-10
13194139537794|10995116278602|2010-04-16|2010-05-08
19791209301023|28587302330272|2010-04-15|2010-05-07
19791209309594|17592186051462|2010-04-18|2010-05-10
19791209302610|6597069773645|2010-04-18|2010-05-10
26388279072674|17592186045301|2010-04-21|2010-05-13
15393162791627|17592186053167|2010-04-21|2010-05-13
13194139537319|19791209304389|2010-04-18|2010-05-10
8796093024509|10995116278849|2010-04-21|2010-05-13
3470|8796093031524|2010-04-18|2010-05-10
21990232561641|19791209308691|2010-04-19|2010-05-11
2199023260477|10995116287799|2010-04-20|2010-05-12
32985348835655|6597069775158|2010-04-15|2010-05-07
19791209300778|13194139538968|2010-04-13|2010-05-05
19791209305390|15393162797956|2010-04-17|2010-05-09
6597069771347|28587302325520|2010-04-21|2010-05-13
15393162790025|35184372098424|2010-04-21|2010-05-13
15393162795118|4398046520414|2010-04-20|2010-05-12
30786325581787|13194139542917|2010-04-20|2010-05-12
15393162797355|10995116283294|2010-04-16|2010-05-08
6597069768368|5924|2010-04-21|2010-05-13
19791209302952|28587302323073|2010-04-18|2010-05-10
4398046513036|4398046515191|2010-04-20|2010-05-12
30786325582116|28587302332757|2010-04-16|2010-05-08
19791209310412|4398046516877|2010-04-17|2010-05-09
2199023265970|26388279075369|2010-04-14|2010-05-06
26388279074273|24189255814731|2010-04-18|2010-05-10
2199023265231|19791209301431|2010-04-13|2010-05-05
8796093024509|35184372098850|2010-04-21|2010-05-13
17592186045182|19791209309430|2010-04-18|2010-05-10
15393162798829|24189255815615|2010-04-14|2010-05-06
21990232555800|6597069768164|2010-04-19|2010-05-11
21990232566010|26388279067794|2010-04-14|2010-05-06
26388279076238|32985348841715|2010-04-21|2010-05-13
19791209300547|13194139533825|2010-04-16|2010-05-08
21990232563544|17592186045196|2010-04-14|2010-05-06
19791209310412|2199023258717|2010-04-17|2010-05-09
24189255813899|26388279072682|2010-04-15|2010-05-07
24189255816812|7244|2010-04-21|2010-05-13
4398046518625|17592186049304|2010-04-20|2010-05-12
19791209309594|4398046514036|2010-04-18|2010-05-10
32985348843490|15393162797810|2010-04-20|2010-05-12
2199023259806|19791209304915|2010-04-15|2010-05-07
13194139537319|13194139539363|2010-04-18|2010-05-10
30786325586429|19791209302043|2010-04-18|2010-05-10
3390|28587302328169|2010-04-19|2010-05-11
2975|24189255812980|2010-04-18|2010-05-10
32985348834925|21990232561265|2010-04-14|2010-05-06
24189255818695|17592186047460|2010-04-14|2010-05-06
24189255814845|15393162793426|2010-04-16|2010-05-08
21990232566010|19791209308738|2010-04-14|2010-05-06
13194139541609|30786325578901|2010-04-15|2010-05-07
2975|24189255821191|2010-04-18|2010-05-10
24189255812612|30786325579950|2010-04-15|2010-05-07
17592186047514|15393162790418|2010-04-19|2010-05-11
26388279074147|10995116284357|2010-04-18|2010-05-10
4398046521444|3128|2010-04-13|2010-05-05
30786325579846|28587302327469|2010-04-14|2010-05-06
28587302324767|30786325584061|2010-04-14|2010-05-06
28587302329645|3261|2010-04-14|2010-05-06
10995116279993|35184372094117|2010-04-21|2010-05-13
8796093030849|4398046514572|2010-04-16|2010-05-08
8796093024986|10995116280685|2010-04-21|2010-05-13
26388279073680|35184372089082|2010-04-19|2010-05-11
32985348843490|28587302327239|2010-04-20|2010-05-12
4398046514176|17592186049413|2010-04-17|2010-05-09
28587302327203|30786325581270|2010-04-20|2010-05-12
21990232556223|21990232560417|2010-04-19|2010-05-11
26388279075435|6358|2010-04-19|2010-05-11
30786325579950|8796093023485|2010-04-19|2010-05-11
10995116279356|4398046514104|2010-04-14|2010-05-06
26388279074147|30786325587789|2010-04-18|2010-05-10
24189255816812|4398046520947|2010-04-21|2010-05-13
2199023259806|4398046521437|2010-04-15|2010-05-07
32985348838223|4398046512806|2010-04-18|2010-05-10
17592186052961|21990232561431|2010-04-21|2010-05-13
2199023265878|6597069769566|2010-04-21|2010-05-13
26388279067870|4398046516215|2010-04-14|2010-05-06
10995116282854|1989|2010-04-20|2010-05-12
28587302330641|19791209300416|2010-04-20|2010-05-12
21990232555800|26388279076862|2010-04-19|2010-05-11
2199023262040|6597069768291|2010-04-17|2010-05-09
10995116285385|4398046517760|2010-04-13|2010-05-05
8796093028247|32985348843490|2010-04-15|2010-05-07
8796093030458|21990232563317|2010-04-21|2010-05-13
21990232558383|17592186053656|2010-04-19|2010-05-11
6597069767472|17592186047709|2010-04-16|2010-05-08
8796093024002|30786325583011|2010-04-18|2010-05-10
28587302332330|32985348843807|2010-04-17|2010-05-09
19791209300173|6597069771225|2010-04-20|2010-05-12
15393162793388|19791209307149|2010-04-18|2010-05-10
15393162791390|10995116279258|2010-04-18|2010-05-10
15393162794968|28587302326706|2010-04-14|2010-05-06
21990232563479|21990232557282|2010-04-21|2010-05-13
17592186048395|8796093024269|2010-04-18|2010-05-10
15393162794859|10006|2010-04-13|2010-05-05
17592186053708|24189255817090|2010-04-21|2010-05-13
17592186054970|24189255811542|2010-04-14|2010-05-06
32985348842338|19791209306956|2010-04-20|2010-05-12
4398046516629|26388279076520|2010-04-13|2010-05-05
8018|21990232561386|2010-04-21|2010-05-13
26388279074147|17592186045225|2010-04-18|2010-05-10
26388279075435|26388279070496|2010-04-19|2010-05-11
6597069774737|24189255814636|2010-04-18|2010-05-10
28587302326241|8796093025344|2010-04-21|2010-05-13
13194139536932|6597069767748|2010-04-18|2010-05-10
