personId:ID|country:STRING|tagClass:STRING|minPathDistance:INT|maxPathDistance:INT
2199023259074|United_Kingdom|Monarch|3|4
10995116286302|Argentina|Saint|3|4
15393162796579|United_Kingdom|FormulaOneRacer|3|4
10995116286881|Chile|Architect|3|4
6597069770945|France|NascarDriver|3|4
2199023259331|Venezuela|Monarch|3|4
10995116285979|Portugal|ComicsCreator|3|4
4398046517568|Tanzania|BasketballPlayer|3|4
6597069774644|United_Kingdom|Monarch|3|4
4398046514714|Niger|Saint|3|4
2199023264575|Hungary|Cricketer|3|4
10995116286881|United_Kingdom|BasketballPlayer|3|4
15393162797982|Algeria|Architect|3|4
8796093032781|Algeria|AmericanFootballPlayer|3|4
6597069770479|Venezuela|BaseballPlayer|3|4
10995116288256|Sri_Lanka|Thing|3|4
13194139541865|Hungary|Senator|3|4
10995116284483|Belarus|Thing|3|4
8796093029733|England|Saint|3|4
15393162793388|Algeria|Cricketer|3|4
8237|Iran|PrimeMinister|3|4
10995116286881|United_Kingdom|Monarch|3|4
8796093024338|Tanzania|BasketballPlayer|3|4
2199023258996|Poland|Saint|3|4
8973|Tanzania|Politician|3|4
8796093032781|Venezuela|Architect|3|4
10995116288080|United_Kingdom|AmericanFootballPlayer|3|4
2199023259074|Iran|Cricketer|3|4
6597069774644|Hungary|NascarDriver|3|4
10995116284386|Chile|Politician|3|4
8796093028247|Netherlands|Monarch|3|4
4398046517568|Algeria|PrimeMinister|3|4
10995116285979|Tanzania|Politician|3|4
2199023259074|Netherlands|Monarch|3|4
2199023262112|France|Senator|3|4
10995116286881|Niger|Cricketer|3|4
8973|France|BaseballPlayer|3|4
4398046517781|Niger|SoccerManager|3|4
15393162797037|Algeria|Monarch|3|4
2199023265050|Chile|Cricketer|3|4
4398046520135|Tanzania|Thing|3|4
8796093022875|Netherlands|ComicsCreator|3|4
2199023259331|Democratic_Republic_of_the_Congo|Senator|3|4
8973|Tanzania|Thing|3|4
6597069770945|Tanzania|Cricketer|3|4
4398046517568|Democratic_Republic_of_the_Congo|Monarch|3|4
6597069775408|Netherlands|SoccerManager|3|4
15393162797037|Italy|Politician|3|4
6597069775408|Iran|ComicsCreator|3|4
6597069770479|Sri_Lanka|Monarch|3|4
15393162798536|France|ComicsCreator|3|4
8796093028247|Poland|Saint|3|4
10995116284483|Chile|NascarDriver|3|4
10995116284386|Iran|Thing|3|4
8973|Algeria|SoccerManager|3|4
8796093022875|Netherlands|AmericanFootballPlayer|3|4
4398046512698|Algeria|BasketballPlayer|3|4
15393162793326|Italy|BasketballPlayer|3|4
2199023259074|Democratic_Republic_of_the_Congo|BasketballPlayer|3|4
10995116284483|Kenya|ComicsCreator|3|4
2199023259074|Kenya|Monarch|3|4
15393162790150|England|ComicsCreator|3|4
10995116286302|Belarus|Senator|3|4
3507|Niger|Politician|3|4
2199023255672|Chile|BasketballPlayer|3|4
4398046514714|Chile|Architect|3|4
4398046520135|Kazakhstan|Monarch|3|4
10995116288256|Iran|AmericanFootballPlayer|3|4
6597069776268|Sri_Lanka|FormulaOneRacer|3|4
10995116282007|Netherlands|BasketballPlayer|3|4
2199023262112|Chile|SoccerManager|3|4
2199023263805|Niger|SoccerManager|3|4
2199023265050|Niger|Architect|3|4
6597069770479|Niger|Senator|3|4
4398046515696|Democratic_Republic_of_the_Congo|Monarch|3|4
8973|Kazakhstan|Cricketer|3|4
4398046515696|Democratic_Republic_of_the_Congo|NascarDriver|3|4
15393162796579|Democratic_Republic_of_the_Congo|Thing|3|4
2199023259074|Kazakhstan|Cricketer|3|4
15393162796579|Kazakhstan|SoccerManager|3|4
4398046520135|United_Kingdom|BasketballPlayer|3|4
10995116282007|Kenya|Politician|3|4
4398046520135|Belarus|BaseballPlayer|3|4
2199023262112|Niger|Architect|3|4
8796093024705|Kazakhstan|NascarDriver|3|4
8796093028247|England|BaseballPlayer|3|4
4398046520135|France|Monarch|3|4
10995116284483|Democratic_Republic_of_the_Congo|AmericanFootballPlayer|3|4
8796093032781|Italy|FormulaOneRacer|3|4
15393162793388|Netherlands|Cricketer|3|4
4398046515696|England|Monarch|3|4
2199023259331|United_Kingdom|PrimeMinister|3|4
8796093022875|France|Monarch|3|4
13194139541865|Venezuela|Architect|3|4
2199023263805|Algeria|NascarDriver|3|4
10995116282007|United_Kingdom|Saint|3|4
8973|Kenya|BasketballPlayer|3|4
6597069767592|United_Kingdom|AmericanFootballPlayer|3|4
8237|Tanzania|NascarDriver|3|4
8973|Hungary|Saint|3|4
8796093022875|Sri_Lanka|Monarch|3|4
4398046517061|Argentina|Architect|3|4
15393162796579|Kenya|Cricketer|3|4
4398046514714|Democratic_Republic_of_the_Congo|Cricketer|3|4
6597069770438|Venezuela|AmericanFootballPlayer|3|4
4398046517781|Kazakhstan|SoccerManager|3|4
2199023262112|Sri_Lanka|NascarDriver|3|4
6597069776268|Italy|BasketballPlayer|3|4
15393162797982|Kazakhstan|Senator|3|4
10995116284483|Iran|Saint|3|4
8796093029733|Algeria|Architect|3|4
3507|Kazakhstan|BaseballPlayer|3|4
8796093032781|Kenya|AmericanFootballPlayer|3|4
8796093028247|Algeria|FormulaOneRacer|3|4
8796093022875|Chile|Politician|3|4
4398046520135|Kazakhstan|NascarDriver|3|4
4398046514714|Netherlands|FormulaOneRacer|3|4
2199023264575|Poland|ComicsCreator|3|4
15393162797037|Hungary|SoccerManager|3|4
4398046517781|Kenya|Thing|3|4
10995116286881|Belarus|FormulaOneRacer|3|4
2199023258996|Tanzania|Thing|3|4
4398046520135|Algeria|BasketballPlayer|3|4
2199023262112|France|PrimeMinister|3|4
15393162797982|Belarus|Politician|3|4
10995116284386|Belarus|ComicsCreator|3|4
8796093024705|Tanzania|Politician|3|4
13194139541865|Argentina|FormulaOneRacer|3|4
6597069774644|France|Senator|3|4
2199023265050|Tanzania|Architect|3|4
2199023265050|England|Thing|3|4
4398046517568|Netherlands|Saint|3|4
4398046515696|Belarus|Saint|3|4
4398046517061|Kazakhstan|Politician|3|4
6597069770438|Italy|Cricketer|3|4
10995116288080|Democratic_Republic_of_the_Congo|BasketballPlayer|3|4
4398046517781|Hungary|Politician|3|4
8796093028247|Italy|Politician|3|4
15393162793326|Algeria|BaseballPlayer|3|4
15393162798536|France|FormulaOneRacer|3|4
10995116282007|Venezuela|Architect|3|4
10995116281382|Portugal|Saint|3|4
8796093024705|United_Kingdom|Politician|3|4
6597069770479|United_Kingdom|NascarDriver|3|4
2199023258996|Belarus|Thing|3|4
8796093024705|United_Kingdom|ComicsCreator|3|4
10995116281382|Italy|BasketballPlayer|3|4
15393162797982|Argentina|ComicsCreator|3|4
8973|Niger|Thing|3|4
6597069776268|Portugal|Monarch|3|4
4398046517568|Kenya|Cricketer|3|4
2199023258996|Argentina|FormulaOneRacer|3|4
6597069775408|Poland|PrimeMinister|3|4
2199023265050|England|Saint|3|4
8796093030357|Sri_Lanka|Senator|3|4
2199023258996|Sri_Lanka|Monarch|3|4
4398046520135|United_Kingdom|ComicsCreator|3|4
8796093028247|Democratic_Republic_of_the_Congo|Senator|3|4
4398046515696|Netherlands|FormulaOneRacer|3|4
4398046515696|Niger|PrimeMinister|3|4
8237|Argentina|AmericanFootballPlayer|3|4
6597069770438|Belarus|SoccerManager|3|4
13194139541865|Kenya|Saint|3|4
15393162797982|Italy|FormulaOneRacer|3|4
6597069770438|Poland|ComicsCreator|3|4
2199023264575|United_Kingdom|PrimeMinister|3|4
6597069775408|Sri_Lanka|NascarDriver|3|4
8796093022875|Democratic_Republic_of_the_Congo|Cricketer|3|4
2199023263805|Netherlands|ComicsCreator|3|4
8796093024338|Chile|Cricketer|3|4
4398046517781|France|BasketballPlayer|3|4
15393162796579|United_Kingdom|Saint|3|4
4398046517568|Italy|Thing|3|4
8796093028247|Portugal|Politician|3|4
8973|England|NascarDriver|3|4
2199023265050|United_Kingdom|BaseballPlayer|3|4
10995116286302|Iran|Politician|3|4
15393162796579|England|Thing|3|4
2199023255672|Algeria|NascarDriver|3|4
8796093030357|Democratic_Republic_of_the_Congo|Cricketer|3|4
2199023264575|Poland|Saint|3|4
4398046514714|United_Kingdom|Senator|3|4
2199023255672|England|Architect|3|4
15393162790150|Sri_Lanka|AmericanFootballPlayer|3|4
10995116288256|Democratic_Republic_of_the_Congo|AmericanFootballPlayer|3|4
4398046512698|Democratic_Republic_of_the_Congo|Thing|3|4
10995116281382|Poland|Architect|3|4
10995116288256|United_Kingdom|BasketballPlayer|3|4
4398046517781|France|BaseballPlayer|3|4
6597069774644|Chile|Senator|3|4
6597069767592|Portugal|Architect|3|4
15393162797037|France|NascarDriver|3|4
4398046517061|France|Thing|3|4
4398046517568|France|FormulaOneRacer|3|4
8796093022875|Niger|AmericanFootballPlayer|3|4
4398046514714|Hungary|Politician|3|4
15393162797982|Portugal|FormulaOneRacer|3|4
2199023263805|Sri_Lanka|PrimeMinister|3|4
10995116284483|Iran|ComicsCreator|3|4
2199023265050|Portugal|Senator|3|4
6597069776268|Kazakhstan|Cricketer|3|4
10995116286881|Poland|PrimeMinister|3|4
10995116284483|Venezuela|FormulaOneRacer|3|4
2199023255672|Portugal|Politician|3|4
6597069770438|Chile|Saint|3|4
2199023259074|Sri_Lanka|BaseballPlayer|3|4
10995116284483|Poland|Cricketer|3|4
4398046517781|Poland|Cricketer|3|4
2199023263805|Democratic_Republic_of_the_Congo|Senator|3|4
4398046520135|Kenya|Cricketer|3|4
4398046520135|Algeria|AmericanFootballPlayer|3|4
2199023255672|United_Kingdom|Saint|3|4
10995116284386|Venezuela|FormulaOneRacer|3|4
6597069775408|France|NascarDriver|3|4
4398046517568|Venezuela|Saint|3|4
10995116281382|Italy|Architect|3|4
10995116284386|United_Kingdom|PrimeMinister|3|4
8796093032781|Hungary|BasketballPlayer|3|4
15393162796579|Argentina|ComicsCreator|3|4
10995116284483|Portugal|AmericanFootballPlayer|3|4
2199023264575|Tanzania|BaseballPlayer|3|4
4398046515696|France|Senator|3|4
10995116286302|Venezuela|Monarch|3|4
8796093028247|Argentina|Senator|3|4
15393162797982|Portugal|BasketballPlayer|3|4
2199023259331|Poland|Senator|3|4
