personId:ID|country:STRING|tagClass:STRING|minPathDistance:INT|maxPathDistance:INT
7861|Dominican_Republic|Chancellor|3|4
4398046512500|Austria|Chancellor|3|4
6597069770960|Bosnia_and_Herzegovina|Athlete|3|4
2199023256330|Nicaragua|Athlete|3|4
4398046516629|Uruguay|Athlete|3|4
4398046512000|Slovenia|Athlete|3|4
8317|Croatia|SnookerPlayer|3|4
4758|Honduras|ComicsCharacter|3|4
6597069772091|Scotland|MemberOfParliament|3|4
4398046518680|Nicaragua|Cyclist|3|4
8317|Croatia|MartialArtist|3|4
6597069772091|Oman|CollegeCoach|3|4
6597069768541|Oman|MemberOfParliament|3|4
4934|Israel|Astronaut|3|4
4618|Israel|Wrestler|3|4
4398046515627|Oman|Criminal|3|4
4398046519642|Honduras|MartialArtist|3|4
6597069769236|Austria|CollegeCoach|3|4
4676|Bolivia|Wrestler|3|4
4398046512500|Slovenia|SnookerChamp|3|4
6597069773431|Bosnia_and_Herzegovina|Company|3|4
8600|Bosnia_and_Herzegovina|Wrestler|3|4
2199023261845|Oman|Astronaut|3|4
10192|Swaziland|Model|3|4
4398046513116|Honduras|Cyclist|3|4
2199023261845|Dominican_Republic|MemberOfParliament|3|4
6597069767542|Honduras|CollegeCoach|3|4
4398046514110|Slovenia|Athlete|3|4
6597069768935|Honduras|Athlete|3|4
6597069769236|Azerbaijan|Company|3|4
4398046513116|Scotland|CollegeCoach|3|4
6597069773431|Jordan|Wrestler|3|4
6597069772769|Laos|Astronaut|3|4
10509|Finland|ComicsCharacter|3|4
4934|Uruguay|Criminal|3|4
6597069769236|Finland|Band|3|4
4398046512500|Croatia|Model|3|4
7861|Singapore|SnookerChamp|3|4
4398046512000|Swaziland|Chancellor|3|4
4398046515283|Israel|Company|3|4
4618|Bolivia|CollegeCoach|3|4
4398046512000|Swaziland|CollegeCoach|3|4
5155|Finland|Wrestler|3|4
2199023261954|Finland|MemberOfParliament|3|4
4398046514110|Slovenia|Criminal|3|4
4398046517886|Bosnia_and_Herzegovina|Cyclist|3|4
2199023256330|Honduras|ComicsCharacter|3|4
2199023261954|Laos|ComicsCharacter|3|4
2199023261954|Laos|Criminal|3|4
6597069772769|Honduras|Athlete|3|4
6597069772769|Nicaragua|Wrestler|3|4
1093|Scotland|SnookerPlayer|3|4
4398046513033|Slovenia|Wrestler|3|4
1093|Nicaragua|Cyclist|3|4
2199023261845|Austria|Athlete|3|4
5155|Israel|Criminal|3|4
6597069770287|Azerbaijan|MemberOfParliament|3|4
2199023265851|Wales|Model|3|4
4398046519642|Swaziland|Cyclist|3|4
6597069770960|Austria|Athlete|3|4
6597069772091|Swaziland|ComicsCharacter|3|4
3955|Uruguay|Company|3|4
4398046513909|Austria|Cyclist|3|4
2199023256330|Nicaragua|Company|3|4
6597069770960|Bosnia_and_Herzegovina|MemberOfParliament|3|4
2199023265851|Dominican_Republic|MartialArtist|3|4
4398046515283|Swaziland|Chancellor|3|4
10509|Israel|MartialArtist|3|4
6597069768935|Oman|CollegeCoach|3|4
2199023259494|Oman|Astronaut|3|4
2199023261954|Papua_New_Guinea|Model|3|4
6597069772091|Scotland|Chancellor|3|4
4398046519737|Slovenia|Athlete|3|4
6597069773431|Singapore|CollegeCoach|3|4
4398046519737|Bolivia|Wrestler|3|4
8317|Honduras|Athlete|3|4
4398046519642|Uruguay|MartialArtist|3|4
4398046512500|Bolivia|Athlete|3|4
6597069770287|Honduras|SnookerChamp|3|4
4398046519642|Finland|CollegeCoach|3|4
4398046519642|Singapore|Athlete|3|4
4398046513116|Austria|SnookerChamp|3|4
6597069770960|Honduras|Criminal|3|4
4398046513116|Israel|MartialArtist|3|4
6597069772091|Finland|Cyclist|3|4
2199023264379|Swaziland|SnookerPlayer|3|4
4618|Singapore|Band|3|4
8317|Singapore|MemberOfParliament|3|4
8027|Uruguay|MartialArtist|3|4
6597069770218|Papua_New_Guinea|Astronaut|3|4
6597069772769|Papua_New_Guinea|Astronaut|3|4
8027|Papua_New_Guinea|Astronaut|3|4
6597069768541|Azerbaijan|Cyclist|3|4
3955|Dominican_Republic|CollegeCoach|3|4
2199023257807|Oman|Cyclist|3|4
4398046513116|Uruguay|Criminal|3|4
4398046513033|Croatia|Astronaut|3|4
4398046519737|Jordan|Chancellor|3|4
3955|Israel|Astronaut|3|4
10509|Croatia|SnookerPlayer|3|4
4398046516629|Honduras|MartialArtist|3|4
4398046517886|Swaziland|Chancellor|3|4
6597069768638|Finland|Cyclist|3|4
10192|Swaziland|Criminal|3|4
6597069773431|Papua_New_Guinea|MemberOfParliament|3|4
6597069768330|Uruguay|ComicsCharacter|3|4
4398046515283|Uruguay|Cyclist|3|4
8600|Dominican_Republic|Cyclist|3|4
4398046518680|Swaziland|MemberOfParliament|3|4
2199023257807|Croatia|Astronaut|3|4
4398046513909|Bosnia_and_Herzegovina|MartialArtist|3|4
2199023261845|Dominican_Republic|Cyclist|3|4
4398046515283|Jordan|MartialArtist|3|4
4398046513033|Honduras|Chancellor|3|4
6597069769236|Uruguay|Company|3|4
4398046513116|Nicaragua|Model|3|4
2199023262470|Swaziland|Model|3|4
5155|Singapore|MemberOfParliament|3|4
6597069772769|Wales|Model|3|4
4758|Finland|MartialArtist|3|4
4398046512500|Nicaragua|Company|3|4
2199023262470|Azerbaijan|SnookerChamp|3|4
926|Israel|Chancellor|3|4
8317|Israel|Criminal|3|4
10192|Dominican_Republic|MartialArtist|3|4
4398046515283|Slovenia|SnookerChamp|3|4
926|Austria|Criminal|3|4
6597069770287|Scotland|Astronaut|3|4
4758|Israel|SnookerChamp|3|4
6597069770240|Papua_New_Guinea|Astronaut|3|4
4398046516629|Finland|MemberOfParliament|3|4
6597069770218|Oman|SnookerChamp|3|4
6597069769236|Dominican_Republic|Athlete|3|4
2199023261845|Singapore|Wrestler|3|4
4398046519642|Bolivia|SnookerChamp|3|4
6597069768330|Nicaragua|Cyclist|3|4
4398046516629|Slovenia|Chancellor|3|4
4398046513909|Singapore|Chancellor|3|4
3955|Austria|MartialArtist|3|4
2199023261954|Bosnia_and_Herzegovina|Wrestler|3|4
6597069772769|Oman|Cyclist|3|4
4398046512000|Jordan|MemberOfParliament|3|4
6597069768330|Laos|ComicsCharacter|3|4
6597069768935|Singapore|Criminal|3|4
4398046519737|Israel|Band|3|4
6597069768638|Jordan|Wrestler|3|4
6597069768935|Scotland|ComicsCharacter|3|4
4758|Dominican_Republic|MemberOfParliament|3|4
4676|Bosnia_and_Herzegovina|ComicsCharacter|3|4
4398046512500|Swaziland|ComicsCharacter|3|4
6597069768330|Nicaragua|MemberOfParliament|3|4
6597069770960|Honduras|SnookerPlayer|3|4
6597069767542|Dominican_Republic|Cyclist|3|4
2199023261954|Finland|SnookerPlayer|3|4
6597069773431|Singapore|Chancellor|3|4
4398046517886|Dominican_Republic|MemberOfParliament|3|4
6597069772769|Nicaragua|CollegeCoach|3|4
4398046513909|Singapore|Astronaut|3|4
7861|Uruguay|Cyclist|3|4
6597069772769|Wales|Cyclist|3|4
6597069768330|Swaziland|Band|3|4
6597069770218|Bosnia_and_Herzegovina|Wrestler|3|4
4676|Israel|MartialArtist|3|4
4676|Oman|MartialArtist|3|4
2199023265851|Slovenia|Company|3|4
2199023265851|Austria|Company|3|4
6597069767542|Jordan|Cyclist|3|4
8600|Nicaragua|SnookerPlayer|3|4
6597069772769|Bolivia|Chancellor|3|4
4398046516629|Dominican_Republic|Criminal|3|4
4398046514739|Azerbaijan|Model|3|4
6597069770287|Jordan|MemberOfParliament|3|4
926|Bolivia|SnookerChamp|3|4
10192|Oman|Company|3|4
6597069773431|Israel|MartialArtist|3|4
4398046519225|Austria|Astronaut|3|4
2199023261954|Finland|Criminal|3|4
6597069770218|Honduras|ComicsCharacter|3|4
4398046516629|Oman|Model|3|4
8600|Dominican_Republic|Athlete|3|4
4398046519737|Slovenia|MemberOfParliament|3|4
10509|Dominican_Republic|SnookerChamp|3|4
8600|Oman|Company|3|4
6597069768638|Wales|Athlete|3|4
4934|Honduras|Chancellor|3|4
6597069772769|Papua_New_Guinea|Model|3|4
4398046515283|Bosnia_and_Herzegovina|ComicsCharacter|3|4
6597069773431|Papua_New_Guinea|Criminal|3|4
4398046516629|Bosnia_and_Herzegovina|Athlete|3|4
2199023257807|Honduras|Cyclist|3|4
